"Link Youtube","Judul","Nama Channel","Link Channel","View","Waktu","Verifikasi 3"
"https://www.youtube.com/shorts/HN7ZjBKOE8E","Begini Momen Keseruan Raffi dan Nagita Motoran Jajal Tol IKN, Ikut Rombongan Presiden Jokowi","Tribun Travel","https://www.youtube.com/@tribuntravel","61 views","1 hour ago",""
"https://www.youtube.com/watch?v=UStMVr4ctPQ&pp=ygUDaWtu","🔴LIVE - Menilik Tiga Hari Jokowi Tinggal di IKN, Apa Saja yang Masih Kurang?","Kompas.com","https://www.youtube.com/@kompascom","2.8K views","Streamed 30 minutes ago","Verified"
"https://www.youtube.com/shorts/JiS8MnH49Xc","Jokowi Akui Tak Nyenyak Tidur di Istana Garuda IKN Nusantara, Menteri PUPR Ungkap Penyebabnya","POLITIKAL MEDIA","https://www.youtube.com/@politikalmedia6017","106 views","2 hours ago",""
"https://www.youtube.com/shorts/La_i-ZxicV0","HGU Di IKN Sampai 190 Tahun Investor Tetap Tak Mau ? #ikn #iknnusantara #pemerintah #viral #fypシ゚","TJ CUKS","https://www.youtube.com/@tjcuks07","129 views","2 hours ago",""
"https://www.youtube.com/shorts/e56F7rLFHps","Penampakan Ruang Kerja dan Kamar Tidur Jokowi di Istana Garuda IKN, Minim Perabotan","Tribun Solo Official","https://www.youtube.com/@tribunsolo","349 views","2 hours ago",""
"https://www.youtube.com/watch?v=JNFt7vtqw28&pp=ygUDaWtu","Media Asing Soroti Jokowi Ngantor di IKN, Sebut Banyak Bangunan Belum Selesai","Kompas.com","https://www.youtube.com/@kompascom","9.2K views","3 hours ago","Verified"
"https://www.youtube.com/watch?v=C8jNekOEChA&pp=ygUDaWtu","Jokowi Akan Ajak Ratusan Relawan Melihat Pembangunan di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","625 views","3 hours ago",""
"https://www.youtube.com/shorts/R9-CCM-3wc0","Pengalaman Pertama Jokowi Tiduri Istana Garuda di IKN","Saber_Kukar","https://www.youtube.com/@SaberKukar","267 views","3 hours ago",""
"https://www.youtube.com/watch?v=WIQlV3Z2dYk&pp=ygUDaWtu","SEMAKIN CAKEP‼️ISTANA GARUDA BERDIRI MEGAH, IKN TERKINI,PEMBANGUNAN DILANJUTKAN PRESIDEN SELANJUTNYA","ikhfa story","https://www.youtube.com/@ikhfastory","6.4K views","3 hours ago",""
"https://www.youtube.com/shorts/CaCE2ZaKkcg","Momen Jokowi IKN sedih pekerjaan masih banyak. Pertumbuhan Ekonomi Kalimantan Naik Tinggi Karena IKN","rakyatbiasa saja","https://www.youtube.com/@rakyatbiasa_saja","659 views","4 hours ago",""
"https://www.youtube.com/watch?v=d9r9BBRemPc&pp=ygUDaWtu","SEMAKIN INDAH‼️Begini Penampakan IKN Nusantara Terbaru Jelang HUT RI ke-79","Titik Nol Nusantara","https://www.youtube.com/@TitikNol_Nusantara","23K views","5 hours ago",""
"https://www.youtube.com/watch?v=MDJ-XDPwUsg&pp=ygUDaWtu","Makna Rencana Jokowi Berkantor & Rapat Kabinet di IKN","CNN Indonesia","https://www.youtube.com/@CNNindonesiaOfficial","26K views","5 hours ago","Verified"
"https://www.youtube.com/shorts/KdN6Az3k1-4","Air Keran di IKN Mulai Jalan & Bisa Langsung Diminum!","Ngomongin Uang","https://www.youtube.com/@NgomonginUang","3.6K views","6 hours ago","Verified"
"https://www.youtube.com/shorts/lIUVYd-QX0M","BAKAL SERING NEMUIN BARANG INI DI IKN!","Railingku Project","https://www.youtube.com/@RailingkuProject","3.4K views","6 hours ago",""
"https://www.youtube.com/watch?v=z-3BI0jOgJw&pp=ygUDaWtu","IKN Akhir Juli 2024! Menuju Upacara Kemerdekaan di IKN, Suasana pagi hari menyejukan hati","DIAN RANA","https://www.youtube.com/@DIAN_RANA","24K views","6 hours ago","Verified"
"https://www.youtube.com/shorts/H63zv4_bgBE","Alasan di Balik Jokowi Ajak Influencer ke IKN","Tribun Gayo","https://www.youtube.com/@TribunGayo","438 views","6 hours ago",""
"https://www.youtube.com/watch?v=AXrho4X0eo0&pp=ygUDaWtu","SEMAKIN CANTIK‼️KAWASAN ISTANA GARUDA TERTATA RAPI,UJICOBA TAXI TERBANG,UPDATE IKN TERBARU HARI INI","Mata PROYEK","https://www.youtube.com/@mataPROYEK","65K views","7 hours ago",""
"https://www.youtube.com/shorts/Lxb0CuHDECo","Presiden Jokowi Sebut 300an Investor akan masuk ke IKN #jokowi  #ikn   #influencer","YT Android","https://www.youtube.com/@YTAndroidMessi","849 views","7 hours ago",""
"https://www.youtube.com/watch?v=PHmXyOSLVfU&pp=ygUDaWtu","JALAN TOL IKN ! Progres jalan tol segmen 3A di km 11 ibu kota nusantara","PANIYANTO-IKN","https://www.youtube.com/@PANIYANTOIKN","2.8K views","7 hours ago",""
"https://www.youtube.com/watch?v=NlAe-7ZvMJc&pp=ygUDaWtu","Selesai! Pengaspalan Fly Over dan Jalan Keliling Istana Garuda IKN!","INFO PAGI","https://www.youtube.com/@info_pagi","8.5K views","7 hours ago","Verified"
"https://www.youtube.com/shorts/e56F7rLFHps","Penampakan Ruang Kerja dan Kamar Tidur Jokowi di Istana Garuda IKN, Minim Perabotan","Tribun Solo Official","https://www.youtube.com/@tribunsolo","349 views","2 hours ago",""
"https://www.youtube.com/watch?v=JNFt7vtqw28&pp=ygUDaWtu","Media Asing Soroti Jokowi Ngantor di IKN, Sebut Banyak Bangunan Belum Selesai","Kompas.com","https://www.youtube.com/@kompascom","9.2K views","3 hours ago","Verified"
"https://www.youtube.com/watch?v=C8jNekOEChA&pp=ygUDaWtu","Jokowi Akan Ajak Ratusan Relawan Melihat Pembangunan di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","625 views","3 hours ago",""
"https://www.youtube.com/shorts/R9-CCM-3wc0","Pengalaman Pertama Jokowi Tiduri Istana Garuda di IKN","Saber_Kukar","https://www.youtube.com/@SaberKukar","267 views","3 hours ago",""
"https://www.youtube.com/watch?v=WIQlV3Z2dYk&pp=ygUDaWtu","SEMAKIN CAKEP‼️ISTANA GARUDA BERDIRI MEGAH, IKN TERKINI,PEMBANGUNAN DILANJUTKAN PRESIDEN SELANJUTNYA","ikhfa story","https://www.youtube.com/@ikhfastory","6.4K views","3 hours ago",""
"https://www.youtube.com/shorts/CaCE2ZaKkcg","Momen Jokowi IKN sedih pekerjaan masih banyak. Pertumbuhan Ekonomi Kalimantan Naik Tinggi Karena IKN","rakyatbiasa saja","https://www.youtube.com/@rakyatbiasa_saja","659 views","4 hours ago",""
"https://www.youtube.com/watch?v=d9r9BBRemPc&pp=ygUDaWtu","SEMAKIN INDAH‼️Begini Penampakan IKN Nusantara Terbaru Jelang HUT RI ke-79","Titik Nol Nusantara","https://www.youtube.com/@TitikNol_Nusantara","23K views","5 hours ago",""
"https://www.youtube.com/watch?v=MDJ-XDPwUsg&pp=ygUDaWtu","Makna Rencana Jokowi Berkantor & Rapat Kabinet di IKN","CNN Indonesia","https://www.youtube.com/@CNNindonesiaOfficial","26K views","5 hours ago","Verified"
"https://www.youtube.com/shorts/KdN6Az3k1-4","Air Keran di IKN Mulai Jalan & Bisa Langsung Diminum!","Ngomongin Uang","https://www.youtube.com/@NgomonginUang","3.6K views","6 hours ago","Verified"
"https://www.youtube.com/shorts/lIUVYd-QX0M","BAKAL SERING NEMUIN BARANG INI DI IKN!","Railingku Project","https://www.youtube.com/@RailingkuProject","3.4K views","6 hours ago",""
"https://www.youtube.com/watch?v=z-3BI0jOgJw&pp=ygUDaWtu","IKN Akhir Juli 2024! Menuju Upacara Kemerdekaan di IKN, Suasana pagi hari menyejukan hati","DIAN RANA","https://www.youtube.com/@DIAN_RANA","24K views","6 hours ago","Verified"
"https://www.youtube.com/shorts/H63zv4_bgBE","Alasan di Balik Jokowi Ajak Influencer ke IKN","Tribun Gayo","https://www.youtube.com/@TribunGayo","438 views","6 hours ago",""
"https://www.youtube.com/watch?v=AXrho4X0eo0&pp=ygUDaWtu","SEMAKIN CANTIK‼️KAWASAN ISTANA GARUDA TERTATA RAPI,UJICOBA TAXI TERBANG,UPDATE IKN TERBARU HARI INI","Mata PROYEK","https://www.youtube.com/@mataPROYEK","65K views","7 hours ago",""
"https://www.youtube.com/shorts/Lxb0CuHDECo","Presiden Jokowi Sebut 300an Investor akan masuk ke IKN #jokowi  #ikn   #influencer","YT Android","https://www.youtube.com/@YTAndroidMessi","849 views","7 hours ago",""
"https://www.youtube.com/watch?v=PHmXyOSLVfU&pp=ygUDaWtu","JALAN TOL IKN ! Progres jalan tol segmen 3A di km 11 ibu kota nusantara","PANIYANTO-IKN","https://www.youtube.com/@PANIYANTOIKN","2.8K views","7 hours ago",""
"https://www.youtube.com/watch?v=NlAe-7ZvMJc&pp=ygUDaWtu","Selesai! Pengaspalan Fly Over dan Jalan Keliling Istana Garuda IKN!","INFO PAGI","https://www.youtube.com/@info_pagi","8.5K views","7 hours ago","Verified"
"https://www.youtube.com/watch?v=J3V3ZI5AL9s&pp=ygUDaWtu","Bandara IKN Baru 50%, Dipastikan Tidak Bisa Digunakan Pada 17 Agustus | Liputan6","Liputan6","https://www.youtube.com/@liputan6_news","8.3K views","8 hours ago","Verified"
"https://www.youtube.com/shorts/AwaAmEDuWlk","MOMENT SAAT RAFFI AHMAD DI AJAK JOKOWI MELIHAT IKN NUSANTARA #shorts","Mr Endogen","https://www.youtube.com/@mrendogen3913","503 views","8 hours ago",""
"https://www.youtube.com/watch?v=LNBZC8AtOqg&pp=ygUDaWtu","IKN Terbaru Hari ini‼️Update Pak Bas Meninjau Progres Istana Negara IKN & Update Mess Paspampres IKN","Indonesia Terbarukan 🇮🇩","https://www.youtube.com/@indonesiaterbarukan","8.2K views","8 hours ago",""
"https://www.youtube.com/shorts/pOQIGe_wqZA","Artis Jalan-jalan Ke IKN Diajak Bapak Semoga Betah Ya #artis #influencer #presiden #ikn #shortvideo","PJ CUKS","https://www.youtube.com/@pjcuks778","2.8K views","8 hours ago",""
"https://www.youtube.com/shorts/1JEQJAcpIgw","Makan Mewah Di IKN VS Makan Bergizi Gratis Rp 7500 #makangratis #ikn #iknnusantara #pemerintah #fyp","DJ CUKS","https://www.youtube.com/@Djcuks","2.9K views","9 hours ago",""
"https://www.youtube.com/shorts/KMpxOHxYFI8","keseruan makan malam di ikn #rayyanza #rafathar #raffiahmad #nagitaslavina","Rai Errol new","https://www.youtube.com/@raierrolnew","1.2K views","9 hours ago",""
"https://www.youtube.com/shorts/54GadmgaZ64","Istana Bantah Presiden Jokowi Lantik Menteri Baru di IKN #jokowi #ikn","TVRI Nasional","https://www.youtube.com/@TVRINasional","638 views","10 hours ago","Verified"
"https://www.youtube.com/watch?v=pjn3_PLesGY&pp=ygUDaWtu","Kemenhub Uji Coba Kereta Otonom di IKN","METRO TV","https://www.youtube.com/@metrotvnews","9.8K views","10 hours ago","Verified"
"https://www.youtube.com/shorts/qFP-mYFQs4E","SHORT Jokowi Tak Nyenyak Tidur di Istana Baru IKN, Basuki Sebut Gegara AC Ruangan","Tribun Timur","https://www.youtube.com/@tribuntimur","1.7K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=e74Oc-ovGic&pp=ygUDaWtu","Kadin Kaltim Minta Pengusaha Lokal Dilibatkan dalam Pembangunan IKN | Liputan 6","Liputan6","https://www.youtube.com/@liputan6_news","3K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=FyRMdISAH84&pp=ygUDaWtu","Merasakan suasana hunian ASN di IKN","Antara TV Indonesia","https://www.youtube.com/@antaratv","498 views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=OSqcp4Se7mQ&pp=ygUDaWtu","Mazdjo Pray | SAMPAI AJAK ARTIS KE IKN, JOKOWI FRUSTASI? | Eselon Dua | #015","YouthTV Indonesia","https://www.youtube.com/@youthtvindonesia","39K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=mvdh3nBKlek&pp=ygUDaWtu","Deretan Transportasi Canggih IKN, Mulai dari Trem Otonom hingga Taksi Terbang","Harian Kompas","https://www.youtube.com/@HarianKompasCetak","1.3K views","11 hours ago","Verified"
"https://www.youtube.com/shorts/lRybupemqFA","Alasan Presiden Jokowi Ajak Artis & Influencer Berkunjung ke IKN, Transparansi Publik","Tribun Kaltara Official","https://www.youtube.com/@tribunkaltara","1.3K views","11 hours ago",""
"https://www.youtube.com/watch?v=0MBzWB-MMhQ&pp=ygUDaWtu","Malaysia Ketar-Ketir, Bahas IKN Nusantara.. Apa Alasanya..??","Kurnia FM","https://www.youtube.com/@radiokurniafm","24K views","12 hours ago","Verified"
"https://www.youtube.com/watch?v=JbskChpmTbg&pp=ygUDaWtu","Momen JOKOWI Tinjau HOTEL Pertama di IKN dan Perjuangan BASUKI & Tim Sediakan Air Minum Utk IKN","berita surakarta","https://www.youtube.com/@beritasurakarta","53K views","12 hours ago","Verified"
"https://www.youtube.com/watch?v=Czt5sAGIBLI&pp=ygUDaWtu","Rute Wisata Kapal Pinisi ke IKN Nusantara, Mulai Berlayar 1 Agustus 2024, Disiapkan 1 Kapal Lagi","Tribun Kaltim Official","https://www.youtube.com/@tribunkaltimofficial","5.3K views","12 hours ago","Verified"
"https://www.youtube.com/shorts/hdID7JpGPIM","#VIRAL infrastrukut serta pendukung untuk ikn telah siap #ikn #nusantara #ytshortsvideo #short","Cerita Aji Mumpung","https://www.youtube.com/@ceritaajimumpung9282","749 views","12 hours ago",""
"https://www.youtube.com/watch?v=q2U4tdNuygw&pp=ygUDaWtu","IKN Terbaru Hari ini‼️Update Memorial Park IKN & Bukit Bendera IKN 🇮🇩 Penjelasan Pak Nyoman Nuarta","Indonesia Terbarukan 🇮🇩","https://www.youtube.com/@indonesiaterbarukan","17K views","12 hours ago",""
"https://www.youtube.com/watch?v=OuLI9YiygUc&pp=ygUDaWtu","Mengintip Suasana Rusun ASN di IKN, Usung Konsep Rumah Pintar","Kompas.com","https://www.youtube.com/@kompascom","7.5K views","13 hours ago","Verified"
"https://www.youtube.com/shorts/AwaAmEDuWlk","MOMENT SAAT RAFFI AHMAD DI AJAK JOKOWI MELIHAT IKN NUSANTARA #shorts","Mr Endogen","https://www.youtube.com/@mrendogen3913","503 views","8 hours ago",""
"https://www.youtube.com/watch?v=LNBZC8AtOqg&pp=ygUDaWtu","IKN Terbaru Hari ini‼️Update Pak Bas Meninjau Progres Istana Negara IKN & Update Mess Paspampres IKN","Indonesia Terbarukan 🇮🇩","https://www.youtube.com/@indonesiaterbarukan","8.2K views","8 hours ago",""
"https://www.youtube.com/shorts/pOQIGe_wqZA","Artis Jalan-jalan Ke IKN Diajak Bapak Semoga Betah Ya #artis #influencer #presiden #ikn #shortvideo","PJ CUKS","https://www.youtube.com/@pjcuks778","2.8K views","8 hours ago",""
"https://www.youtube.com/shorts/1JEQJAcpIgw","Makan Mewah Di IKN VS Makan Bergizi Gratis Rp 7500 #makangratis #ikn #iknnusantara #pemerintah #fyp","DJ CUKS","https://www.youtube.com/@Djcuks","2.9K views","9 hours ago",""
"https://www.youtube.com/shorts/KMpxOHxYFI8","keseruan makan malam di ikn #rayyanza #rafathar #raffiahmad #nagitaslavina","Rai Errol new","https://www.youtube.com/@raierrolnew","1.2K views","9 hours ago",""
"https://www.youtube.com/shorts/54GadmgaZ64","Istana Bantah Presiden Jokowi Lantik Menteri Baru di IKN #jokowi #ikn","TVRI Nasional","https://www.youtube.com/@TVRINasional","638 views","10 hours ago","Verified"
"https://www.youtube.com/watch?v=pjn3_PLesGY&pp=ygUDaWtu","Kemenhub Uji Coba Kereta Otonom di IKN","METRO TV","https://www.youtube.com/@metrotvnews","9.8K views","10 hours ago","Verified"
"https://www.youtube.com/shorts/qFP-mYFQs4E","SHORT Jokowi Tak Nyenyak Tidur di Istana Baru IKN, Basuki Sebut Gegara AC Ruangan","Tribun Timur","https://www.youtube.com/@tribuntimur","1.7K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=e74Oc-ovGic&pp=ygUDaWtu","Kadin Kaltim Minta Pengusaha Lokal Dilibatkan dalam Pembangunan IKN | Liputan 6","Liputan6","https://www.youtube.com/@liputan6_news","3K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=FyRMdISAH84&pp=ygUDaWtu","Merasakan suasana hunian ASN di IKN","Antara TV Indonesia","https://www.youtube.com/@antaratv","498 views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=OSqcp4Se7mQ&pp=ygUDaWtu","Mazdjo Pray | SAMPAI AJAK ARTIS KE IKN, JOKOWI FRUSTASI? | Eselon Dua | #015","YouthTV Indonesia","https://www.youtube.com/@youthtvindonesia","39K views","11 hours ago","Verified"
"https://www.youtube.com/watch?v=mvdh3nBKlek&pp=ygUDaWtu","Deretan Transportasi Canggih IKN, Mulai dari Trem Otonom hingga Taksi Terbang","Harian Kompas","https://www.youtube.com/@HarianKompasCetak","1.3K views","11 hours ago","Verified"
"https://www.youtube.com/shorts/lRybupemqFA","Alasan Presiden Jokowi Ajak Artis & Influencer Berkunjung ke IKN, Transparansi Publik","Tribun Kaltara Official","https://www.youtube.com/@tribunkaltara","1.3K views","11 hours ago",""
"https://www.youtube.com/watch?v=0MBzWB-MMhQ&pp=ygUDaWtu","Malaysia Ketar-Ketir, Bahas IKN Nusantara.. Apa Alasanya..??","Kurnia FM","https://www.youtube.com/@radiokurniafm","24K views","12 hours ago","Verified"
"https://www.youtube.com/watch?v=JbskChpmTbg&pp=ygUDaWtu","Momen JOKOWI Tinjau HOTEL Pertama di IKN dan Perjuangan BASUKI & Tim Sediakan Air Minum Utk IKN","berita surakarta","https://www.youtube.com/@beritasurakarta","53K views","12 hours ago","Verified"
"https://www.youtube.com/watch?v=Czt5sAGIBLI&pp=ygUDaWtu","Rute Wisata Kapal Pinisi ke IKN Nusantara, Mulai Berlayar 1 Agustus 2024, Disiapkan 1 Kapal Lagi","Tribun Kaltim Official","https://www.youtube.com/@tribunkaltimofficial","5.3K views","12 hours ago","Verified"
"https://www.youtube.com/shorts/hdID7JpGPIM","#VIRAL infrastrukut serta pendukung untuk ikn telah siap #ikn #nusantara #ytshortsvideo #short","Cerita Aji Mumpung","https://www.youtube.com/@ceritaajimumpung9282","749 views","12 hours ago",""
"https://www.youtube.com/watch?v=q2U4tdNuygw&pp=ygUDaWtu","IKN Terbaru Hari ini‼️Update Memorial Park IKN & Bukit Bendera IKN 🇮🇩 Penjelasan Pak Nyoman Nuarta","Indonesia Terbarukan 🇮🇩","https://www.youtube.com/@indonesiaterbarukan","17K views","12 hours ago",""
"https://www.youtube.com/watch?v=OuLI9YiygUc&pp=ygUDaWtu","Mengintip Suasana Rusun ASN di IKN, Usung Konsep Rumah Pintar","Kompas.com","https://www.youtube.com/@kompascom","7.5K views","13 hours ago","Verified"
"https://www.youtube.com/watch?v=36U-NE1Thhw&pp=ygUDaWtu","Update IKN Terkini ‼️ Pantauan Terkini  Kawasan Istana Garuda Istana Negara Memorial Park dan KIPP","SARJANA PRAMUKA","https://www.youtube.com/@sarjanapramuka","9K views","12 hours ago",""
"https://www.youtube.com/watch?v=K0l1GxvghQI&pp=ygUDaWtu","Tuah Jokowi Berkantor di IKN","KabarBursaCom","https://www.youtube.com/@kabarbursacom","24K views","13 hours ago",""
"https://www.youtube.com/watch?v=31QMl9jyu5o&pp=ygUDaWtu","IKN HARI INI‼️SUASANA PAGI HARI!! Bapak RI 1 Jokowidodo Berkantor Di Istana Garuda Jelang HUT RI 79.","Travelling ikn","https://www.youtube.com/@Febri839","69K views","13 hours ago",""
"https://www.youtube.com/watch?v=nxVVqX-boMo&pp=ygUDaWtu","Ini Alasan Jokowi Gak Nyenyak Tidur di IKN [Metro Pagi Primetime]","METRO TV","https://www.youtube.com/@metrotvnews","1.6K views","14 hours ago","Verified"
"https://www.youtube.com/watch?v=ICs5IKYg1cA&pp=ygUDaWtu","Demi Keberlanjutan, Prabowo Siap Ngantor di IKN? [Metro Pagi Primetime]","METRO TV","https://www.youtube.com/@metrotvnews","1.7K views","14 hours ago","Verified"
"https://www.youtube.com/watch?v=n2D3lFQqhLs&pp=ygUDaWtu","Kembali ke Jakarta, Apa yang Dilakukan Jokowi Selama 3 Hari di IKN?","Kompas.com","https://www.youtube.com/@kompascom","4.9K views","14 hours ago","Verified"
"https://www.youtube.com/shorts/18ShHboqtQA","Motoran Bareng Jokowi di IKN, Atta Halilintar Bersyukur Bisa Jalin Hubungan Baik.","CAPTIAN ALIEF","https://www.youtube.com/@captianalief1462","992 views","15 hours ago",""
"https://www.youtube.com/watch?v=oEpPrMnEoR8&pp=ygUDaWtu","IKN HARI INI‼️Update Tampilan Meorial Park Dengan 2 Sayap Pelindung & Patung Soekarno-Hatta","BorneoTube","https://www.youtube.com/@BorneoTube","9.9K views","15 hours ago",""
"https://www.youtube.com/shorts/h1YXAuLU1rs","Wapres Terpilih Gibran akan ke IKN setelah 17 Agustus, Ingin Lihat Potensi Investasi #shorts","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","5.6K views","15 hours ago","Verified"
"https://www.youtube.com/watch?v=aBSRPpZyWCA&pp=ygUDaWtu","Air mengalir di IKN","KemenPUPR","https://www.youtube.com/@KemenPUPR","1.1K views","15 hours ago","Verified"
"https://www.youtube.com/shorts/CbhYz-EDJvc","Jokowi Pamer Ngantor di IKN, Ini Dia Ruang Kantornya & Kamar TidurJokowi Pamer Ngantor di IKN","Penida official","https://www.youtube.com/@penida_official05","808 views","15 hours ago",""
"https://www.youtube.com/shorts/BTB7Tdjqqeo","Rumah Tapak Jabatan Menteri (RTJM) di Ibu Kota Negara (IKN) Penajam Paser Utara Kaltim Video Terbaru","Bambang TW","https://www.youtube.com/@AkuBetewe","420 views","16 hours ago",""
"https://www.youtube.com/shorts/rZkf9O2OlSQ","Jokowi Pamerkan Ruang Kerja dan Kamar Tidurnya di Istana IKN #shorts","Sinau Saham","https://www.youtube.com/@Rindank77","4.1K views","16 hours ago",""
"https://www.youtube.com/watch?v=OISowj4eRtA&pp=ygUDaWtu","Terungkap “Spesifikasi Gagah” Motor Presiden Jokowi saat Tinjau Jalan di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","3K views","16 hours ago","Verified"
"https://www.youtube.com/shorts/ZvFYPJaPetE","Terungkap “Spesifikasi Gagah” Motor Presiden Jokowi saat Tinjau Jalan di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","1.4K views","16 hours ago","Verified"
"https://www.youtube.com/watch?v=XjfIT1N81ME&pp=ygUDaWtu","IKN TERBARU‼️KEMEGAHAN SUDAH NAMPAK, ISTANA GARUDA, ISTANA NEGARA, IBUKOTA NUSANTARA, PERBEDAAN NAMA","ikhfa story","https://www.youtube.com/@ikhfastory","43K views","16 hours ago",""
"https://www.youtube.com/shorts/Btf3rAWeqaw","TINGGINYA TIANG BENDERA DI BUKIT BENDERA IKN","Elang Cahaya","https://www.youtube.com/@elangcahaya","7.8K views","17 hours ago",""
"https://www.youtube.com/watch?v=kv_tWZvyQdw&t=13s&pp=ygUDaWtu","Sejumlah Agenda Presiden Jokowi saat 'Ngantor'di IKN | AKIP tvOne","tvOneNews","https://www.youtube.com/@tvOneNews","4.8K views","18 hours ago",""
"https://www.youtube.com/watch?v=fVkoHXl_r3k&pp=ygUDaWtu","Wujud Terbaru Hotel Nusantara di IKN! Siap Diresmikan 17 Agustus 2024","Kompascom Reporter on Location","https://www.youtube.com/@kompascomreport","17K views","22 hours ago","Verified"
"https://www.youtube.com/watch?v=o9Sn_UJyTI0&pp=ygUDaWtu","🔴LIVE - Indonesia Juara Piala AFF U19 | Jokowi Pamer Istana Garuda IKN | Kepala BP2MI Ungkap Sosok T","Kompas.com","https://www.youtube.com/@kompascom","2K views","Streamed 1 day ago","Verified"
"https://www.youtube.com/watch?v=K0l1GxvghQI&pp=ygUDaWtu","Tuah Jokowi Berkantor di IKN","KabarBursaCom","https://www.youtube.com/@kabarbursacom","24K views","13 hours ago",""
"https://www.youtube.com/watch?v=31QMl9jyu5o&pp=ygUDaWtu","IKN HARI INI‼️SUASANA PAGI HARI!! Bapak RI 1 Jokowidodo Berkantor Di Istana Garuda Jelang HUT RI 79.","Travelling ikn","https://www.youtube.com/@Febri839","69K views","13 hours ago",""
"https://www.youtube.com/watch?v=nxVVqX-boMo&pp=ygUDaWtu","Ini Alasan Jokowi Gak Nyenyak Tidur di IKN [Metro Pagi Primetime]","METRO TV","https://www.youtube.com/@metrotvnews","1.6K views","14 hours ago","Verified"
"https://www.youtube.com/watch?v=ICs5IKYg1cA&pp=ygUDaWtu","Demi Keberlanjutan, Prabowo Siap Ngantor di IKN? [Metro Pagi Primetime]","METRO TV","https://www.youtube.com/@metrotvnews","1.7K views","14 hours ago","Verified"
"https://www.youtube.com/watch?v=n2D3lFQqhLs&pp=ygUDaWtu","Kembali ke Jakarta, Apa yang Dilakukan Jokowi Selama 3 Hari di IKN?","Kompas.com","https://www.youtube.com/@kompascom","4.9K views","14 hours ago","Verified"
"https://www.youtube.com/shorts/18ShHboqtQA","Motoran Bareng Jokowi di IKN, Atta Halilintar Bersyukur Bisa Jalin Hubungan Baik.","CAPTIAN ALIEF","https://www.youtube.com/@captianalief1462","992 views","15 hours ago",""
"https://www.youtube.com/watch?v=oEpPrMnEoR8&pp=ygUDaWtu","IKN HARI INI‼️Update Tampilan Meorial Park Dengan 2 Sayap Pelindung & Patung Soekarno-Hatta","BorneoTube","https://www.youtube.com/@BorneoTube","9.9K views","15 hours ago",""
"https://www.youtube.com/shorts/h1YXAuLU1rs","Wapres Terpilih Gibran akan ke IKN setelah 17 Agustus, Ingin Lihat Potensi Investasi #shorts","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","5.6K views","15 hours ago","Verified"
"https://www.youtube.com/watch?v=aBSRPpZyWCA&pp=ygUDaWtu","Air mengalir di IKN","KemenPUPR","https://www.youtube.com/@KemenPUPR","1.1K views","15 hours ago","Verified"
"https://www.youtube.com/shorts/CbhYz-EDJvc","Jokowi Pamer Ngantor di IKN, Ini Dia Ruang Kantornya & Kamar TidurJokowi Pamer Ngantor di IKN","Penida official","https://www.youtube.com/@penida_official05","808 views","15 hours ago",""
"https://www.youtube.com/shorts/BTB7Tdjqqeo","Rumah Tapak Jabatan Menteri (RTJM) di Ibu Kota Negara (IKN) Penajam Paser Utara Kaltim Video Terbaru","Bambang TW","https://www.youtube.com/@AkuBetewe","420 views","16 hours ago",""
"https://www.youtube.com/shorts/rZkf9O2OlSQ","Jokowi Pamerkan Ruang Kerja dan Kamar Tidurnya di Istana IKN #shorts","Sinau Saham","https://www.youtube.com/@Rindank77","4.1K views","16 hours ago",""
"https://www.youtube.com/watch?v=OISowj4eRtA&pp=ygUDaWtu","Terungkap “Spesifikasi Gagah” Motor Presiden Jokowi saat Tinjau Jalan di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","3K views","16 hours ago","Verified"
"https://www.youtube.com/shorts/ZvFYPJaPetE","Terungkap “Spesifikasi Gagah” Motor Presiden Jokowi saat Tinjau Jalan di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","1.4K views","16 hours ago","Verified"
"https://www.youtube.com/watch?v=XjfIT1N81ME&pp=ygUDaWtu","IKN TERBARU‼️KEMEGAHAN SUDAH NAMPAK, ISTANA GARUDA, ISTANA NEGARA, IBUKOTA NUSANTARA, PERBEDAAN NAMA","ikhfa story","https://www.youtube.com/@ikhfastory","43K views","16 hours ago",""
"https://www.youtube.com/shorts/Btf3rAWeqaw","TINGGINYA TIANG BENDERA DI BUKIT BENDERA IKN","Elang Cahaya","https://www.youtube.com/@elangcahaya","7.8K views","17 hours ago",""
